,Unnamed: 0,Source,State,Year,Species,Latitude,Longitude,public_positional_accuracy
56,56,,Alberta,2012,Coccinella septempunctata,49.083,-113.876,0.0
57,57,,Alberta,2012,Coccinella septempunctata,49.088,-113.883,0.0
58,58,,Alberta,2012,Coccinella septempunctata,49.09,-113.88,0.0
59,59,European Molecular Biology Laboratory (EMBL),Alberta,2012,Coccinella septempunctata,49.09000015258789,-113.87999725341795,0.0
60,60,The Lost Ladybugs,Alberta,2012,Coccinella septempunctata,51.045113,-114.05714,0.0
61,61,Centre for Biodiversity Genomics,Alberta,2012,Coccinella septempunctata,51.4,-116.15,0.0
62,62,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2012,Coccinella septempunctata,51.400001525878906,-116.1500015258789,0.0
63,63,,Alberta,2012,Coccinella septempunctata,51.407,-116.154,0.0
64,64,European Molecular Biology Laboratory (EMBL),Alberta,2012,Coccinella septempunctata,51.40999984741211,-116.1500015258789,0.0
65,65,,Alberta,2012,Coccinella septempunctata,51.41,-116.15,0.0
66,66,The Lost Ladybugs,Alberta,2012,Coccinella septempunctata,52.83307,-110.85046,0.0
67,67,Centre for Biodiversity Genomics,Alberta,2012,Coccinella septempunctata,52.86,-118.07,0.0
68,68,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2012,Coccinella septempunctata,52.86000061035156,-118.06999969482422,0.0
69,69,,Alberta,2012,Coccinella septempunctata,52.867,-118.077,0.0
70,70,,Alberta,2012,Coccinella septempunctata,52.87,-118.08,0.0
71,71,The Lost Ladybugs,Alberta,2012,Coccinella septempunctata,53.544389,-113.49092,0.0
72,72,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2012,Coccinella septempunctata,53.65999984741211,-112.81999969482422,0.0
73,73,Centre for Biodiversity Genomics,Alberta,2012,Coccinella septempunctata,53.66,-112.82,0.0
74,74,,Alberta,2012,Coccinella septempunctata,53.663,-112.823,0.0
75,75,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,49.6938285,-112.83374,0.0
76,76,I-naturalist,Alberta,2013,Coccinella septempunctata,50.6301553,-114.6837741,177.0
77,77,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,51.0452194,-114.06301,0.0
78,78,I-naturalist,Alberta,2013,Coccinella septempunctata,51.0987739444,-114.2046279722,0.0
79,79,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,51.4607009,-112.703,0.0
80,80,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,52.83307,-110.85046,0.0
81,81,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,53.45768,-113.5409,0.0
82,82,I-naturalist,Alberta,2013,Coccinella septempunctata,53.4834856983,-113.54887801,50.0
83,83,The Lost Ladybugs,Alberta,2013,Coccinella septempunctata,53.6171,-113.6153,0.0
84,84,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,49.7284,-112.6042,0.0
85,85,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,49.7284,-112.6041,0.0
86,86,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,49.869998931884766,-111.37999725341795,0.0
87,87,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,49.87,-111.38,0.0
88,88,,Alberta,2014,Coccinella septempunctata,49.873,-111.382,0.0
89,89,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,50.3973007,-113.273,0.0
90,90,,Alberta,2014,Coccinella septempunctata,50.68,-114.24,0.0
91,91,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,50.68,-114.23,0.0
92,92,European Molecular Biology Laboratory (EMBL),Alberta,2014,Coccinella septempunctata,50.68000030517578,-114.23999786376952,0.0
93,93,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,50.68000030517578,-114.2300033569336,0.0
94,94,,Alberta,2014,Coccinella septempunctata,50.684,-114.238,0.0
95,95,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,50.93999862670898,-113.98999786376952,0.0
96,96,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,50.94,-113.99,0.0
97,97,,Alberta,2014,Coccinella septempunctata,50.941,-113.99,0.0
98,98,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,51.0452194,-114.06301,0.0
99,99,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,51.0475,-114.0866,0.0
100,100,,Alberta,2014,Coccinella septempunctata,51.08,-114.173,0.0
101,101,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,51.08,-114.17,0.0
102,102,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,51.08000183105469,-114.16999816894533,0.0
103,103,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,51.264,-113.997,0.0
104,104,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,51.2641,-113.997,0.0
105,105,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,51.4607009,-112.703,0.0
106,106,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,52.48246,-116.07521,0.0
107,107,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,53.209999084472656,-114.97000122070312,0.0
108,108,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,53.21,-114.97,0.0
109,109,,Alberta,2014,Coccinella septempunctata,53.218,-114.97,0.0
110,110,,Alberta,2014,Coccinella septempunctata,53.22,-114.97,0.0
111,111,European Molecular Biology Laboratory (EMBL),Alberta,2014,Coccinella septempunctata,53.220001220703125,-114.97000122070312,0.0
112,112,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2014,Coccinella septempunctata,53.59999847412109,-113.37000274658205,0.0
113,113,,Alberta,2014,Coccinella septempunctata,53.6,-113.38,0.0
114,114,Centre for Biodiversity Genomics,Alberta,2014,Coccinella septempunctata,53.6,-113.37,0.0
115,115,,Alberta,2014,Coccinella septempunctata,53.605,-113.378,0.0
116,116,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,53.6189002,-113.637,0.0
117,117,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,55.15,-118.81,0.0
118,118,The Lost Ladybugs,Alberta,2014,Coccinella septempunctata,55.1547012,-119.14299,0.0
119,119,The Lost Ladybugs,Alberta,2015,Coccinella septempunctata,49.0792,-111.6351,0.0
120,120,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,49.66999816894531,-112.80999755859376,0.0
121,121,,Alberta,2015,Coccinella septempunctata,49.67,-112.81,0.0
122,122,,Alberta,2015,Coccinella septempunctata,49.672,-112.813,0.0
123,123,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,50.93999862670898,-113.98999786376952,0.0
124,124,,Alberta,2015,Coccinella septempunctata,50.94,-113.99,0.0
125,125,,Alberta,2015,Coccinella septempunctata,50.941,-113.991,0.0
126,126,I-naturalist,Alberta,2015,Coccinella septempunctata,50.9808107486,-114.0998183191,18.0
127,127,Centre for Biodiversity Genomics,Alberta,2015,Coccinella septempunctata,51.04,-114.15,0.0
128,128,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,51.040000915527344,-114.1500015258789,0.0
129,129,,Alberta,2015,Coccinella septempunctata,51.045,-114.152,0.0
130,130,The Lost Ladybugs,Alberta,2015,Coccinella septempunctata,51.0452194,-114.06301,0.0
131,131,European Molecular Biology Laboratory (EMBL),Alberta,2015,Coccinella septempunctata,51.04999923706055,-114.1500015258789,0.0
132,132,,Alberta,2015,Coccinella septempunctata,51.05,-114.15,0.0
133,133,,Alberta,2015,Coccinella septempunctata,51.09,-113.94,0.0
134,134,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,51.09000015258789,-113.94000244140624,0.0
135,135,,Alberta,2015,Coccinella septempunctata,51.0927,-113.942,0.0
136,136,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,53.5,-113.4800033569336,0.0
137,137,Centre for Biodiversity Genomics,Alberta,2015,Coccinella septempunctata,53.5,-113.48,0.0
138,138,,Alberta,2015,Coccinella septempunctata,53.508,-113.486,0.0
139,139,European Molecular Biology Laboratory (EMBL),Alberta,2015,Coccinella septempunctata,53.5099983215332,-113.48999786376952,0.0
140,140,,Alberta,2015,Coccinella septempunctata,53.51,-113.49,0.0
141,141,,Alberta,2015,Coccinella septempunctata,53.52,-113.321,0.0
142,142,,Alberta,2015,Coccinella septempunctata,53.52,-113.32,0.0
143,143,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,53.52000045776367,-113.31999969482422,0.0
144,144,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,53.709999084472656,-111.73999786376952,0.0
145,145,,Alberta,2015,Coccinella septempunctata,53.71,-111.74,0.0
146,146,,Alberta,2015,Coccinella septempunctata,53.7104,-111.744,0.0
147,147,The Lost Ladybugs,Alberta,2015,Coccinella septempunctata,53.9812194,-116.06301,0.0
148,148,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2015,Coccinella septempunctata,55.16999816894531,-118.76000213623048,0.0
149,149,Centre for Biodiversity Genomics,Alberta,2015,Coccinella septempunctata,55.17,-118.76,0.0
150,150,,Alberta,2015,Coccinella septempunctata,55.1799,-118.764,0.0
151,151,I-naturalist,Alberta,2016,Coccinella septempunctata,49.674484237,-112.8662827334,19.0
152,152,I-naturalist,Alberta,2016,Coccinella septempunctata,49.677029,-112.863627,21.0
153,153,I-naturalist,Alberta,2016,Coccinella septempunctata,49.677445,-112.861375,0.0
154,154,I-naturalist,Alberta,2016,Coccinella septempunctata,49.6780319372,-112.8652171406,159.0
155,155,I-naturalist,Alberta,2016,Coccinella septempunctata,49.6786466,-112.8594482,0.0
156,156,I-naturalist,Alberta,2016,Coccinella septempunctata,49.678806,-112.863299,10.0
157,157,I-naturalist,Alberta,2016,Coccinella septempunctata,49.679676,-112.870836,5.0
158,158,I-naturalist,Alberta,2016,Coccinella septempunctata,49.6803760634,-112.8716113418,43.0
159,159,I-naturalist,Alberta,2016,Coccinella septempunctata,49.680521,-112.87118,10.0
160,160,I-naturalist,Alberta,2016,Coccinella septempunctata,49.680703,-112.865746,42.0
161,161,I-naturalist,Alberta,2016,Coccinella septempunctata,49.6807477,-112.86990253,10.0
162,162,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2016,Coccinella septempunctata,49.68999862670898,-112.83000183105467,0.0
163,163,Centre for Biodiversity Genomics,Alberta,2016,Coccinella septempunctata,49.69,-112.83,0.0
164,164,,Alberta,2016,Coccinella septempunctata,49.6954,-112.832,0.0
165,165,,Alberta,2016,Coccinella septempunctata,49.7,-112.83,0.0
166,166,European Molecular Biology Laboratory (EMBL),Alberta,2016,Coccinella septempunctata,49.70000076293945,-112.83000183105467,0.0
167,167,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2016,Coccinella septempunctata,50.90999984741211,-114.08000183105467,0.0
168,168,Centre for Biodiversity Genomics,Alberta,2016,Coccinella septempunctata,50.91,-114.08,0.0
169,169,,Alberta,2016,Coccinella septempunctata,50.9182,-114.089,0.0
170,170,European Molecular Biology Laboratory (EMBL),Alberta,2016,Coccinella septempunctata,50.91999816894531,-114.08999633789062,0.0
171,171,,Alberta,2016,Coccinella septempunctata,50.92,-114.09,0.0
172,172,The Lost Ladybugs,Alberta,2016,Coccinella septempunctata,51.0452194,-114.06301,0.0
173,173,Centre for Biodiversity Genomics,Alberta,2016,Coccinella septempunctata,53.52,-113.98,0.0
174,174,"University of Guelph, Centre for Biodiversity Genomics",Alberta,2016,Coccinella septempunctata,53.52000045776367,-113.9800033569336,0.0
175,175,,Alberta,2016,Coccinella septempunctata,53.5267,-113.985,0.0
176,176,European Molecular Biology Laboratory (EMBL),Alberta,2016,Coccinella septempunctata,53.52999877929688,-113.9800033569336,0.0
177,177,,Alberta,2016,Coccinella septempunctata,53.53,-113.98,0.0
178,178,I-naturalist,Alberta,2017,Coccinella septempunctata,49.6771383333,-112.858405,0.0
179,179,I-naturalist,Alberta,2017,Coccinella septempunctata,49.6773355315,-112.8556475883,5.0
180,180,I-naturalist,Alberta,2017,Coccinella septempunctata,49.6773396805,-112.8556854745,5.0
181,181,I-naturalist,Alberta,2017,Coccinella septempunctata,49.677737,-112.857281,42.0
182,182,I-naturalist,Alberta,2017,Coccinella septempunctata,49.678594,-112.862813,10.0
183,183,I-naturalist,Alberta,2017,Coccinella septempunctata,49.8926813342,-114.0805637465,5.0
184,184,I-naturalist,Alberta,2017,Coccinella septempunctata,50.5721366667,-113.7302783333,0.0
185,185,I-naturalist,Alberta,2017,Coccinella septempunctata,50.9105182971,-114.0304228576,61.0
186,186,I-naturalist,Alberta,2017,Coccinella septempunctata,50.9752036175,-114.100787937,2.0
187,187,I-naturalist,Alberta,2017,Coccinella septempunctata,51.010034167,-114.0886645806,39.0
188,188,I-naturalist,Alberta,2017,Coccinella septempunctata,51.0286222222,-114.1279833333,0.0
189,189,I-naturalist,Alberta,2017,Coccinella septempunctata,51.0747041754,-114.0740206259,65.0
190,190,I-naturalist,Alberta,2017,Coccinella septempunctata,51.119170418,-114.1812759563,4.0
191,191,I-naturalist,Alberta,2017,Coccinella septempunctata,51.1433207,-114.7241939,177.0
192,192,I-naturalist,Alberta,2017,Coccinella septempunctata,53.2390619629,-112.8897552286,5.0
193,193,I-naturalist,Alberta,2017,Coccinella septempunctata,53.2392311836,-112.8684507213,311.0
194,194,I-naturalist,Alberta,2017,Coccinella septempunctata,53.2392804332,-112.889711845,65.0
195,195,I-naturalist,Alberta,2017,Coccinella septempunctata,53.24130492,-112.89472582,54.0
196,196,I-naturalist,Alberta,2017,Coccinella septempunctata,53.25446386,-112.88439244,9.0
197,197,I-naturalist,Alberta,2017,Coccinella septempunctata,53.259589,-112.87536,0.0
198,198,I-naturalist,Alberta,2017,Coccinella septempunctata,53.5452050927,-113.567440096,634.0
199,199,I-naturalist,Alberta,2018,Coccinella septempunctata,49.7025633333,-112.8689033333,5.0
200,200,I-naturalist,Alberta,2018,Coccinella septempunctata,50.860968,-114.219865,0.0
201,201,I-naturalist,Alberta,2018,Coccinella septempunctata,51.0480313388,-114.0461634099,66.0
202,202,I-naturalist,Alberta,2018,Coccinella septempunctata,51.1403027778,-114.0195916667,0.0
203,203,I-naturalist,Alberta,2018,Coccinella septempunctata,51.1683593807,-115.5910120365,24.0
204,204,I-naturalist,Alberta,2018,Coccinella septempunctata,51.1907416667,-114.5002583333,5.0
205,205,I-naturalist,Alberta,2018,Coccinella septempunctata,51.4805533333,-112.7881166667,5.0
206,206,I-naturalist,Alberta,2018,Coccinella septempunctata,52.9582934315,-114.0055516737,194.0
207,207,I-naturalist,Alberta,2018,Coccinella septempunctata,53.4796028137,-113.5196685791,0.0
208,208,I-naturalist,Alberta,2018,Harmonia axyridis,53.5928339142,-113.3756246106,32.0
209,209,I-naturalist,Alberta,2018,Harmonia axyridis,53.5928895087,-113.3756308212,6.0
210,210,I-naturalist,Alberta,2018,Coccinella septempunctata,53.5948464287,-113.374196538,12.0
211,211,I-naturalist,Alberta,2018,Coccinella septempunctata,53.7197020811,-114.2700070245,58.0
212,212,I-naturalist,Alberta,2019,Coccinella septempunctata,49.2626444444,-110.408975,16.0
213,213,I-naturalist,Alberta,2019,Coccinella septempunctata,49.6739291419,-112.862820729,41.0
214,214,I-naturalist,Alberta,2019,Coccinella septempunctata,49.694381219,-112.7056992218,601.0
215,215,I-naturalist,Alberta,2019,Coccinella septempunctata,49.6964365703,-112.8380602598,9.0
216,216,I-naturalist,Alberta,2019,Harmonia axyridis,50.0241661072,-110.6708297729,0.0
217,217,I-naturalist,Alberta,2019,Coccinella septempunctata,50.9719429016,-114.1088867188,0.0
218,218,I-naturalist,Alberta,2019,Coccinella septempunctata,50.9781469166,-114.1182305834,8.0
219,219,I-naturalist,Alberta,2019,Coccinella septempunctata,50.9913330078,-114.0213394165,0.0
220,220,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0123519897,-114.0723800659,0.0
221,221,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0123618421,-114.0725006908,5.0
222,222,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0124206543,-114.0725250244,0.0
223,223,I-naturalist,Alberta,2019,Coccinella septempunctata,51.01351983,-114.01455095,8.0
224,224,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0152666667,-114.1005166667,16.0
225,225,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0370416667,-114.01625,75.0
226,226,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0427278333,-114.0422583333,6.0
227,227,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0451202393,-114.0498580933,0.0
228,228,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0469169617,-114.0748596191,0.0
229,229,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0473111667,-114.0469361667,24.0
230,230,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0548629761,-114.0845489502,0.0
231,231,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0548782349,-114.0846328735,0.0
232,232,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0571888889,-114.0477833333,5.0
233,233,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0573278333,-114.0532528333,16.0
234,234,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0578297,-114.1799954,0.0
235,235,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0594778333,-114.0703805,6.0
236,236,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0848885522,-114.1229832681,120.0
237,237,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0920638333,-115.3404466667,5.0
238,238,I-naturalist,Alberta,2019,Coccinella septempunctata,51.0975611667,-114.22873,8.0
239,239,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1091012541,-114.1381010259,16.0
240,240,I-naturalist,Alberta,2019,Coccinella septempunctata,51.11835,-114.0824444444,5.0
241,241,I-naturalist,Alberta,2019,Coccinella septempunctata,51.12787453,-114.25637252,4.0
242,242,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1365154851,-114.1474500958,6.0
243,243,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1544682767,-114.0872363965,178.0
244,244,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1544978425,-114.3772771205,226.0
245,245,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1613157496,-114.0909790997,22.0
246,246,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1729556025,-114.1333650425,9.0
247,247,I-naturalist,Alberta,2019,Coccinella septempunctata,51.1821527778,-115.6033944444,5.0
248,248,I-naturalist,Alberta,2019,Coccinella septempunctata,51.2963485718,-114.0268173218,0.0
249,249,I-naturalist,Alberta,2019,Coccinella septempunctata,51.9535584748,-112.9401935824,5.0
250,250,I-naturalist,Alberta,2019,Coccinella septempunctata,53.2425003052,-112.8958358765,0.0
251,251,I-naturalist,Alberta,2019,Coccinella septempunctata,53.2435533342,-112.9045901075,263.0
252,252,I-naturalist,Alberta,2019,Coccinella septempunctata,53.2837621845,-114.8774467036,33.0
253,253,I-naturalist,Alberta,2019,Coccinella septempunctata,53.3481471669,-113.7251219483,56.0
254,254,I-naturalist,Alberta,2019,Coccinella septempunctata,53.41036605,-113.93358612,165.0
255,255,I-naturalist,Alberta,2019,Coccinella septempunctata,53.5384158997,-113.5170069949,16.0
256,256,I-naturalist,Alberta,2019,Coccinella septempunctata,53.6384666204,-113.462495,0.0
257,257,I-naturalist,Alberta,2019,Coccinella septempunctata,53.81421333,-113.33252,50.0
258,258,I-naturalist,Alberta,2020,Coccinella septempunctata,49.03089167,-113.84915333,6.0
259,259,I-naturalist,Alberta,2020,Coccinella septempunctata,49.082105,-113.8353883333,0.0
260,260,I-naturalist,Alberta,2020,Coccinella septempunctata,49.1013683333,-113.6335033333,0.0
261,261,I-naturalist,Alberta,2020,Coccinella septempunctata,49.466823089,-113.7706384541,122.0
262,262,I-naturalist,Alberta,2020,Coccinella septempunctata,49.5024034872,-112.3369532651,516.0
263,263,I-naturalist,Alberta,2020,Coccinella septempunctata,49.5894007772,-114.1805216834,5.0
264,264,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6323534043,-112.8916193935,85.0
265,265,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6459508392,-112.8532200802,15.0
266,266,I-naturalist,Alberta,2020,Coccinella septempunctata,49.65163,-110.8658,8.0
267,267,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6542554473,-112.8749069053,38.0
268,268,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6561611117,-112.8108361117,24.0
269,269,I-naturalist,Alberta,2020,Coccinella septempunctata,49.656925,-112.8148583333,6.0
270,270,I-naturalist,Alberta,2020,Coccinella septempunctata,49.659025,-112.801005,0.0
271,271,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6592044727,-112.8630890488,76.0
272,272,I-naturalist,Alberta,2020,Coccinella septempunctata,49.66212,-110.314195,5.0
273,273,I-naturalist,Alberta,2020,Coccinella septempunctata,49.662275961,-112.8088754591,6.0
274,274,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6644083333,-112.8271472217,6.0
275,275,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6671111117,-112.9483111117,6.0
276,276,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6818138889,-112.8628833333,0.0
277,277,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6839164998,-112.8198568996,21.0
278,278,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6927024,-112.9089817,178.0
279,279,I-naturalist,Alberta,2020,Coccinella septempunctata,49.693407,-112.798108,500.0
280,280,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6950176877,-112.8813257174,100.0
281,281,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6964416667,-112.85405,12.0
282,282,I-naturalist,Alberta,2020,Coccinella septempunctata,49.69646,-112.8078766667,0.0
283,283,I-naturalist,Alberta,2020,Coccinella septempunctata,49.6965522481,-112.8084393732,61.0
